id;inn;full_name;short_name
10354;7017169791;Департамент по развитию инновационной и предпринимательской деятельности Томской области;Департамент по развитию инновационной и предпринимательской деятельности Томской области
10355;7004998015;Автономная некоммерческая организация «Верхне-кетский Центр развития бизнеса»;Автономная некоммерческая организация «Верхне-кетский Центр развития бизнеса»
10356;7005005492;Общество с ограниченной ответственностью «Резерв»;Общество с ограниченной ответственностью «Резерв»
10357;7012005207;Некоммерческое Партнерство «Первомайский Бизнес-Центр»;Некоммерческое Партнерство «Первомайский Бизнес-Центр»
10358;7022016134;"ООО ""Центр поддержки предпринимательства""";"ООО ""Центр поддержки предпринимательства"""
10359;7017004461;Администрация Города Томска;Администрация Города Томска
10360;7017108615;"ООО ""Технологический инкубатор Томского политехнического университета""";"ООО ""Технологический инкубатор Томского политехнического университета"""
10361;7023000560;Администрация города Кедрового;Администрация города Кедрового
10362;7005000141;Администрация Зырянского района Томской области;Администрация Зырянского района Томской области
10363;7001000133;Администрация Александровского района;Администрация Александровского района
10364;7017018464;Департамент по управлению государственной собственностью Томской области;Департамент по управлению государственной собственностью Томской области
10365;7010000789;Администрация Молчановского района;Администрация Молчановского района
10366;7008006769;Администрация Кожевниковского района;Администрация Кожевниковского района
10367;7015000944;Администрация Чаинского района;Администрация Чаинского района
10368;7009003256;Некоммерческое партнерство «Центр поддержки предпринимательства Кривошеинского района»;Некоммерческое партнерство «Центр поддержки предпринимательства Кривошеинского района»
10369;7017151297;ООО “Стратегии бизнес инновации”;ООО “Стратегии бизнес инновации”
10370;8709008861;Департамент финансов, экономики и  имущественных отношений Чукотского автономного округа;Департамент финансов, экономики и  имущественных отношений Чукотского автономного округа
10371;8703009026;Управление финансов экономики и имущественных отношений Администрации муниципального образования Билибинский муниципальный район;Управление финансов экономики и имущественных отношений Администрации муниципального образования Билибинский муниципальный район
10372;8709012547;Управление финансов, экномики и имущественных отношений Администрации Анадырского муниципального района;Управление финансов, экномики и имущественных отношений Администрации Анадырского муниципального района
10373;0814055440;Министерство экономики и торговли Республики Калмыкия;Министерство экономики и торговли Республики Калмыкия
10374;3725002586;Администрация Шуйского муниципального района;Администрация Шуйского муниципального района
10375;3702116308;Администрация города Иванова;Администрация города Иванова
10376;3721002338;Администрация МО «Родниковский муниципальный район»;Администрация МО «Родниковский муниципальный район»
10377;3709001987;Администрация Гаврилово-Посадского муниципального района;Администрация Гаврилово-Посадского муниципального района
10378;3727002373;Администрация Юрьевецкого муниципального района;Администрация Юрьевецкого муниципального района
10379;3715001424;Администрация Лежневского муниципального района Ивановской области;Администрация Лежневского муниципального района Ивановской области
10380;3707000339;Администрация Вичугского муниципального района;Администрация Вичугского муниципального района
10381;3720003995;Администрация Пучежского муниципального района;Администрация Пучежского муниципального района
10382;3716000906;администрация Лухского муниципального района;администрация Лухского муниципального района
10383;3711006421;Администрация городского округа Кохма;Администрация городского округа Кохма
10384;3717002039;администрация Палехского муниципального района;администрация Палехского муниципального района
10385;3710002304;Администрация Заволжского муниципального района;Администрация Заволжского муниципального района
10386;3715005228;Лежневский муниципальный фонд поддержки малого предпринимательства и сельского развития;Лежневский муниципальный фонд поддержки малого предпринимательства и сельского развития
10387;3712000126;Администрация Ильинского муниципального района Ивановской области;Администрация Ильинского муниципального района Ивановской области
10388;3713002824;Администрация Кинешемского муниципального района;Администрация Кинешемского муниципального района
10389;3728013000;Департамент сельского хозяйства и продовольствия Ивановской области;Департамент сельского хозяйства и продовольствия Ивановской области
10390;3718000813;Администрация Пестяковского муниципального района ивановской области;Администрация Пестяковского муниципального района ивановской области
10391;3703006273;Администрация городского округа Кинешма;Администрация городского округа Кинешма
10392;3702010407;Департамент экономического развития и торговли Ивановской области;Департамент экономического развития и торговли Ивановской области
10393;3701001537;Администрация городского округа Вичуга;Администрация городского округа Вичуга
10394;3702574876;Областное государственное бюджетное учреждение «Многофункциональный центр предоставления государственных и муниципальных услуг»;Областное государственное бюджетное учреждение «Многофункциональный центр предоставления государственных и муниципальных услуг»
10395;4008001853;Администрация МР «Износковский район»;Администрация МР «Износковский район»
10396;4007016550;Администрация сельского поселения село Троицкое;Администрация сельского поселения село Троицкое
10397;4007016783;Администрация сельского поселения село Истье;Администрация сельского поселения село Истье
10398;4001005048;Администрация сельского поселения «Село Муромцево»;Администрация сельского поселения «Село Муромцево»
10399;4008004043;Администрация МО СП село Извольск;Администрация МО СП село Извольск
10400;4006003132;Администрация (исполнительно-распорядительный орган) сельского поселения «Деревня Младенск»;Администрация (исполнительно-распорядительный орган) сельского поселения «Деревня Младенск»
10401;4007016960;Администрация сельского поселения деревня Корсаково;Администрация сельского поселения деревня Корсаково
10402;4019001710;Администрация сельского поселения «Село Дудоровский»;Администрация сельского поселения «Село Дудоровский»
10403;4014004958;Администрация СП «Деревня Путогино»;Администрация СП «Деревня Путогино»
10404;4006003220;Администрация (исполнительно-распорядительный орган) сельского поселения «Село Огорь»;Администрация (исполнительно-распорядительный орган) сельского поселения «Село Огорь»
10405;4003016655;Администрация муниципального образования сельского поселения «Деревня Асеньевское»;Администрация муниципального образования сельского поселения «Деревня Асеньевское»
10406;4024003760;Администрация муниципального района «Город Людиново и Людиновский район»;Администрация муниципального района «Город Людиново и Людиновский район»
10407;4007016600;Администрация сельского поселения «Село Высокиничи»;Администрация сельского поселения «Село Высокиничи»
10408;4010000021;"Администрация МР ""Куйбышевский район""";"Администрация МР ""Куйбышевский район"""
10409;4003016623;Администрация муниципального образования сельского поселения село Совхоз «Боровский»;Администрация муниципального образования сельского поселения село Совхоз «Боровский»
10410;4022004091;Администрация МО СП «Деревня Упрямово»;Администрация МО СП «Деревня Упрямово»
10411;4007017040;Администрация сельского поселения деревня Тростье;Администрация сельского поселения деревня Тростье
10412;4022004077;Администрация МО СП «Деревня Порослицы»;Администрация МО СП «Деревня Порослицы»
10413;4011008129;"Малоярославецкая районная администрация муниципального района ""Малоярославецкий район""";"Малоярославецкая районная администрация муниципального района ""Малоярославецкий район"""
10414;4003016694;Администрация муниципального образования городского поселения « Город Боровск»;Администрация муниципального образования городского поселения « Город Боровск»
10415;4008004036;Администрация МО СП деревня Ореховня;Администрация МО СП деревня Ореховня
10416;4022004045;Администрация МО СП «Деревня Рыляки»;Администрация МО СП «Деревня Рыляки»
10417;4006003157;Администрация (исполнительно-распорядительный орган) сельского поселения «Село Овсорок»;Администрация (исполнительно-распорядительный орган) сельского поселения «Село Овсорок»
10418;4008004011;Администрация МО СП село Льнозавод;Администрация МО СП село Льнозавод
10419;4022004084;Администрация МО СП «Село Щелканово»»;Администрация МО СП «Село Щелканово»»
10420;4018004243;Администрация МР «Тарусский район»;Администрация МР «Тарусский район»
10421;4005003059;Администрация МР «Думиничский район»;Администрация МР «Думиничский район»
10422;4008005015;Администрация МО СП «Поселок Мятлево»;Администрация МО СП «Поселок Мятлево»
10423;4022004101;Администрация МО СП «Чемоданово»;Администрация МО СП «Чемоданово»
10424;4019001728;Администрация муниципального района «Ульяновский район»;Администрация муниципального района «Ульяновский район»
10425;4003016630;Администрация муниципального образования сельского поселения «Деревня Совьяки»;Администрация муниципального образования сельского поселения «Деревня Совьяки»
10426;4006003189;"Администрация МР ""Жиздринский район""";"Администрация МР ""Жиздринский район"""
10427;4006003245;Администрация (исполнительно-распорядительный орган) сельского поселения «Деревня Акимовка»;Администрация (исполнительно-распорядительный орган) сельского поселения «Деревня Акимовка»
10428;4019002263;Администрация сельского поселения «Деревня Мелихово»;Администрация сельского поселения «Деревня Мелихово»
10429;4001005136;Администрация сельского поселения «Поселок Бабынино»;Администрация сельского поселения «Поселок Бабынино»
10430;4022004126;Администрация МО СП «Деревня Беляево»;Администрация МО СП «Деревня Беляево»
10431;4002004150;Администрация СП «Деревня Бахмутово»;Администрация СП «Деревня Бахмутово»
10432;4014006070;Администрация СП «Село Боровенск»;Администрация СП «Село Боровенск»
10433;4015000770;"Администрация (исполнительно – распорядительный орган) муниципального района ""Перемышльский район""";"Администрация (исполнительно – распорядительный орган) муниципального района ""Перемышльский район"""
10434;4014004997;Администрация СП «Деревня Посконь»;Администрация СП «Деревня Посконь»
10435;4013003302;Администрация СП «Поселок Молодежный»;Администрация СП «Поселок Молодежный»
10436;4022004060;Администрация МО СП «Деревня Озеро»;Администрация МО СП «Деревня Озеро»
10437;4002004199;Администрация СП «Деревня Асмолово»;Администрация СП «Деревня Асмолово»
10438;4022004119;Администрация МО СП «Деревня Колыхманово»;Администрация МО СП «Деревня Колыхманово»
10439;4007016737;Администрация сельского поселения село Совхоз «Победа»;Администрация сельского поселения село Совхоз «Победа»
10440;4008003956;Администрация МО СП деревня Ивановское;Администрация МО СП деревня Ивановское
10441;4007005220;Городская Управа городского поселения «Город Белоусово»;Городская Управа городского поселения «Город Белоусово»
10442;4001005104;Администрация СП « Село Сабуровщино»;Администрация СП « Село Сабуровщино»
10443;4022004140;Администрация МО СП «Деревня Емельяновка»;Администрация МО СП «Деревня Емельяновка»
10444;4022004020;Администрация МО СП «Деревня Куркино»;Администрация МО СП «Деревня Куркино»
10445;4014004919;Администрация СП «Деревня Долгое»;Администрация СП «Деревня Долгое»
10446;4003009369;"Администрация муниципального образования муниципального района ""Боровский район""";"Администрация муниципального образования муниципального района ""Боровский район"""
10447;4014006056;Администрация СП «Поселок Раменский»;Администрация СП «Поселок Раменский»
10448;4001005552;Администрация СП «Село Бабынино»;Администрация СП «Село Бабынино»
10449;4001004848;"администрация МР ""Бабынинский район""";"администрация МР ""Бабынинский район"""
10450;4022004013;Администрация МО «ГП город Юхнов»;Администрация МО «ГП город Юхнов»
10451;4013003341;"Администрация муниципального района ""Мещовский район""";"Администрация муниципального района ""Мещовский район"""
10452;4014004940;Администрация СП «Деревня Савино»;Администрация СП «Деревня Савино»
10453;4008004004;Администрация МО СП деревня Хвощи;Администрация МО СП деревня Хвощи
10454;4014004813;Администрация СП «Село Дашино»;Администрация СП «Село Дашино»
10455;4001005087;Администрация сельского поселения «Село Утешево»;Администрация сельского поселения «Село Утешево»
10456;4002004167;Администрация СП «Село Сильковичи»;Администрация СП «Село Сильковичи»
10457;4017002067;Администрация МР «Сухиничский район»;Администрация МР «Сухиничский район»
10458;4009003099;Администрация (исполнительно-распорядительный орган) городского поселения «Город Сосенский»;Администрация (исполнительно-распорядительный орган) городского поселения «Город Сосенский»
10459;4007008126;Администрация городского поселения «Город Кременки»;Администрация городского поселения «Город Кременки»
10460;4006003206;Администрация (исполнительно-распорядительный орган) сельского поселения «Село Студенец»;Администрация (исполнительно-распорядительный орган) сельского поселения «Село Студенец»
10461;4007017000;Администрация сельского поселения село Трубино;Администрация сельского поселения село Трубино
10462;4014004796;"Администрация СП «Деревня Гачки""";"Администрация СП «Деревня Гачки"""
10463;4012002987;Администрация МР «Медынский район»;Администрация МР «Медынский район»
10464;4007016470;Администрация городского поселения город Жуков;Администрация городского поселения город Жуков
10465;4022004133;Администрация МО СП «Деревня Погореловка»;Администрация МО СП «Деревня Погореловка»
10466;4007016984;Администрация сельского поселения деревня Верховье;Администрация сельского поселения деревня Верховье
10467;4019001559;Администрация сельского поселения «Село Поздняково»;Администрация сельского поселения «Село Поздняково»
10468;4014004789;Администрация ГП «Город Мосальск»;Администрация ГП «Город Мосальск»
10469;4014005060;Администрация СП «Деревня Воронино»;Администрация СП «Деревня Воронино»
10470;4004002800;"Администрация муниципального района ""Дзержинский район""";"Администрация муниципального района ""Дзержинский район"""
10471;4001000346;Администрация городского поселения «Поселок Воротынск»;Администрация городского поселения «Поселок Воротынск»
10472;4008003963;Администрация МО СП деревня Михали;Администрация МО СП деревня Михали
10473;4003016503;Администрация муниципального образования сельского поселения «Село Ворсино»;Администрация муниципального образования сельского поселения «Село Ворсино»
10474;4006000011;Администрация городского поселения «Город Жиздра»;Администрация городского поселения «Город Жиздра»
10475;4008004029;Администрация МО СП село Шанский Завод;Администрация МО СП село Шанский Завод
10476;4003005702;Администрация муниципального образования городское поселение «Город Ермолино»;Администрация муниципального образования городское поселение «Город Ермолино»
10477;4020001056;Администрация муниципального района «Ферзиковский район»;Администрация муниципального района «Ферзиковский район»
10478;4013003310;Администрация СП «Село Серпейск»;Администрация СП «Село Серпейск»
10479;4013003327;Администрация СП «Село Гаврики»;Администрация СП «Село Гаврики»
10480;4006003118;Администрация (исполнительно-распорядительный орган) сельского поселения «Село совхоз Коллективизатор»;Администрация (исполнительно-распорядительный орган) сельского поселения «Село совхоз Коллективизатор»
10481;4013003253;Администрация СП «Ж.д.ст. Кудринская»;Администрация СП «Ж.д.ст. Кудринская»
10482;4003005597;Администрация городского поселения «Город Балабаново»;Администрация городского поселения «Город Балабаново»
10483;4002003244;Администрация СП «Село Барятино»;Администрация СП «Село Барятино»
10484;4009005096;"Администрация МР ""Козельский район""";"Администрация МР ""Козельский район"""
10485;4022004038;Администрация МО СП «Село Климов Завод»;Администрация МО СП «Село Климов Завод»
10486;4009003081;Администрация (исполнительно-распорядительный орган) городского поселения «Город Козельск»;Администрация (исполнительно-распорядительный орган) городского поселения «Город Козельск»
10487;4022004052;Администрация МО СП «Деревня Плоское»;Администрация МО СП «Деревня Плоское»
10488;4019001541;Администрация сельского поселения «Село Волосово-Дудино»»;Администрация сельского поселения «Село Волосово-Дудино»»
10489;4014002686;"Администрация муниципального района ""Мосальский район""";"Администрация муниципального района ""Мосальский район"""
10490;5946000196;Управление экономического развития;Управление экономического развития
10491;8106001009;Администрация Гайнского муниципального района;Администрация Гайнского муниципального района
10492;5947018774;"МФО ""ОМФППиСР""";"МФО ""ОМФППиСР"""
10493;5931000757;Отдел экономики администрации Березовского муниципального района;Отдел экономики администрации Березовского муниципального района
10494;5957010446;Управление агропромышленного комплекса администрации Куединского района;Управление агропромышленного комплекса администрации Куединского района
10495;5943030467;Администрация Октябрьского муниципального района;Администрация Октябрьского муниципального района
10496;5916006578;Администрация Краснокамского муниципального района;Администрация Краснокамского муниципального района
10497;8105000700;Администрация Косинского муниципального района;Администрация Косинского муниципального района
10498;8104000881;Администрация Кочевского муниципального района;Администрация Кочевского муниципального района
10499;5914020827;Администрация Добрянского муниципального района;Администрация Добрянского муниципального района
10500;5921021645;Администрация Гремячинского муниципального района;Администрация Гремячинского муниципального района
10501;5902998570;Фонд «Региональный  центр инжиниринга»;Фонд «Региональный  центр инжиниринга»
10502;5947018750;Управление экономического развития администрации Очерского муниципального района;Управление экономического развития администрации Очерского муниципального района
10503;5933003545;Муниципальный фонд поддержки малого предпринимательства Карагайского рай­она;Муниципальный фонд поддержки малого предпринимательства Карагайского рай­она
10504;5956001625;Администрация Чердынского муниципального района;Администрация Чердынского муниципального района
10505;5917591064;Микрофинансовая организация Муниципальный фонд поддержки малого предприинмательства города Кунгура;Микрофинансовая организация Муниципальный фонд поддержки малого предприинмательства города Кунгура
10506;8102000283;Администрация Юсьвинского муниципального района;Администрация Юсьвинского муниципального района
10507;5911000244;Управление по вопросам потребительского рынка и развитию предпринимательства администрации г.Березники;Управление по вопросам потребительского рынка и развитию предпринимательства администрации г.Березники
10508;5921018642;Администрация городского округа «Город Губаха»;Администрация городского округа «Город Губаха»
10509;5921009285;Администрация Чусовского муниципального района Пермского края;Администрация Чусовского муниципального района Пермского края
10510;5910001284;Администрация Александровского муниципального района;Администрация Александровского муниципального района
10511;8103000173;Администрация Юрлинского муниципального района;Администрация Юрлинского муниципального района
10512;5930002575;Администрация Бардымского муниципального района;Администрация Бардымского муниципального района
10513;5934050428;Администрация Горнозаводского муниципального района Пермского края;Администрация Горнозаводского муниципального района Пермского края
10514;5906002581;Министерство сельского хозяйства и продовольствия Пермского края;Министерство сельского хозяйства и продовольствия Пермского края
10515;5904103175;Администрация ЗАТО Звёздный;Администрация ЗАТО Звёздный
10516;5937000175;Администрация Карагайского муниципального района;Администрация Карагайского муниципального района
10517;5918002628;Администрация города Лысьвы (отдел развития предпринимательства и торговли управления экономики);Администрация города Лысьвы (отдел развития предпринимательства и торговли управления экономики)
10518;5902220892;"АО ""Корпорация развития малого и среднего предпринимательства Пермского края""";"АО ""Корпорация развития малого и среднего предпринимательства Пермского края"""
10519;5902989906;НО «Пермский фонд развития предпринимательства»;НО «Пермский фонд развития предпринимательства»
10520;5915001175;Администрация Кизеловского муниципального района;Администрация Кизеловского муниципального района
10521;5981003288;Микрофинансовая организация муниципальный фонд поддержки предпринимательства Кочевского муниципального р-на;Микрофинансовая организация муниципальный фонд поддержки предпринимательства Кочевского муниципального р-на
10522;5945000764;Администрация Ординского муниципального района;Администрация Ординского муниципального района
10523;8101001943;Администрация Кудымкарского муниципального района;Администрация Кудымкарского муниципального района
10524;5944160476;Управление экономического развития;Управление экономического развития
10525;5936000408;Администрация Ильинского муниципального района;Администрация Ильинского муниципального района
10526;7838454260;СПб ГБУ «Центр развития и поддержки предпринимательства»;СПб ГБУ «Центр развития и поддержки предпринимательства»
10527;7811223561;"Некоммерческая организация ""Фонд развития субъектов малого и среднего предпринимательсвта в Санкт-Петербурге""";"Некоммерческая организация ""Фонд развития субъектов малого и среднего предпринимательсвта в Санкт-Петербурге"""
10528;1101481133;Министерство образования, науки и молодежной политики Республики Коми;Министерство образования, науки и молодежной политики Республики Коми
10529;1101481729;Министерство сельского хозяйства и потребительского рынка Республики Коми;Министерство сельского хозяйства и потребительского рынка Республики Коми
10530;1101487463;Министерство экономики Республики Коми;Министерство экономики Республики Коми
10531;1101481535;Министерство Республики Коми имущественных и земельных отношений;Министерство Республики Коми имущественных и земельных отношений
10532;1101146752;Муниципальное бюджетное учреждение «Городской центр предпринимательства и инноваций»;Муниципальное бюджетное учреждение «Городской центр предпринимательства и инноваций»
10533;1121011344;"Государственное унитарное предприятие Республики Коми "" Республиканское предприятие ""Бизнес-инкубатор""";"Государственное унитарное предприятие Республики Коми "" Республиканское предприятие ""Бизнес-инкубатор"""
10534;1101483010;"Центр инноваций социальной сферы ГОУ ВО ""Коми республиканская академия государственной службы и управления""";"Центр инноваций социальной сферы ГОУ ВО ""Коми республиканская академия государственной службы и управления"""
10535;1101095635;"ООО ""Комиагролизинг""";"ООО ""Комиагролизинг"""
10536;1101501164;"Некоммерческое Партнерство по развитию народных промыслов и ремесел ""Коми Ремесленная Палата""";"Некоммерческое Партнерство по развитию народных промыслов и ремесел ""Коми Ремесленная Палата"""
10537;2721020984;Министерство экономического развития Хабаровского края;Министерство экономического развития Хабаровского края
10538;2721222733;"Автономная некоммерческая организация ""Краевое агентство содействия предпринимательству""";"Автономная некоммерческая организация ""Краевое агентство содействия предпринимательству"""
10539;2705020306;Администрация Николаевского муниципального района Хабаровского края;Администрация Николаевского муниципального района Хабаровского края
10540;2704800381;Администрация Советско-Гаванского муниципального района;Администрация Советско-Гаванского муниципального района
10541;2711008480;Южный территориальный фонд поддержки предпринимательства;Южный территориальный фонд поддержки предпринимательства
10542;2704017597;Администрация города Советская Гавань;Администрация города Советская Гавань
10543;2720003873;Администрация Хабаровского мунципального района;Администрация Хабаровского мунципального района
10544;2702015107;управление инвестиционного развития администрации города Хабаровска;управление инвестиционного развития администрации города Хабаровска
10545;2721146842;"АНО ""ДАСИ""";"АНО ""ДАСИ"""
10546;2710012420;"Администрация городского поселения ""Рабочий поселок Чегдомын"" Верхнебуреинского муниципального района Хабаровского края";"Администрация городского поселения ""Рабочий поселок Чегдомын"" Верхнебуреинского муниципального района Хабаровского края"
10547;2709003742;Администрация Ванинского муниципального района;Администрация Ванинского муниципального района
10548;2708000065;Администрация Аяно-Майского муниципального района Хабаровского края;Администрация Аяно-Майского муниципального района Хабаровского края
10549;2711001904;Администрация Вяземского муниципального района Хабаровского края;Администрация Вяземского муниципального района Хабаровского края
10550;2721215327;Министерство инвестиционной и земельно-имущественной политики Хабаровского края;Министерство инвестиционной и земельно-имущественной политики Хабаровского края
